date  close volume
24/05/2011  3916.8  3020694
25/05/2011  3928.9  3118980
26/05/2011  3917.2  3122657
27/05/2011  3950.9  3281625
30/05/2011  3942.5  1244015
31/05/2011  4006.3  4260646
01/06/2011  3964.8  3353804
02/06/2011  3889.8  2587929
03/06/2011  3890.6  3070697
06/06/2011  3863.4  2541300
07/06/2011  3871.9  2617266
08/06/2011  3837.9  3069730
09/06/2011  3878.6  2915181
10/06/2011  3805.0  3266492
13/06/2011  3807.6  1789121
14/06/2011  3864.5  2960902
15/06/2011  3806.8  3436485
16/06/2011  3792.3  4683014
17/06/2011  3823.7  5906019
20/06/2011  3799.6  2637116
21/06/2011  3877.0  3004599
22/06/2011  3871.3  2828842
23/06/2011  3787.7  3594442
24/06/2011  3784.8  3854609
27/06/2011  3796.5  2487710
28/06/2011  3851.8  3528908
29/06/2011  3924.2  3905174
30/06/2011  3982.2  3497341
01/07/2011  4007.3  3274900
04/07/2011  4003.3  2274612
05/07/2011  3978.8  2746397
06/07/2011  3961.3  3486537
07/07/2011  3979.9  3844540
08/07/2011  3913.5  4351225
11/07/2011  3807.5  4723703
12/07/2011  3772.8  5604042
13/07/2011  3793.2  3827684
14/07/2011  3751.2  2794136
15/07/2011  3726.5  3599751
18/07/2011  3650.7  3429476
19/07/2011  3694.9  3054951
20/07/2011  3754.6  3543002
21/07/2011  3816.7  4558170
22/07/2011  3842.7  3332687
25/07/2011  3812.9  2915615
26/07/2011  3787.8  2784054
27/07/2011  3734.0  3531566
28/07/2011  3712.6  4212062
29/07/2011  3672.7  4290564
01/08/2011  3588.0  4077304
02/08/2011  3522.7  4099539
03/08/2011  3449.4  5231948
04/08/2011  3320.3  6090808
05/08/2011  3278.5  7369831
08/08/2011  3125.1  6442191
09/08/2011  3176.1  7718303
10/08/2011  3002.9  7813266
11/08/2011  3089.6  7622596
12/08/2011  3213.8  4784741
15/08/2011  3239.0  2406159
16/08/2011  3230.9  2667302
17/08/2011  3254.3  2864908
18/08/2011  3076.0  4631235
19/08/2011  3016.9  4765394
22/08/2011  3051.3  2819340
23/08/2011  3084.3  2747990
24/08/2011  3139.5  2840536
25/08/2011  3119  3128248
26/08/2011  3087.6  2858396
29/08/2011  3154.2  1677310
30/08/2011  3159.7  2345648
31/08/2011  3256.7  3826986
01/09/2011  3265.8  3328355
02/09/2011  3148.5  3321237
05/09/2011  2999.5  3285199
06/09/2011  2965.6  3702197
07/09/2011  3073.1  3092996
08/09/2011  3085.8  2759752
09/09/2011  2974.5  4054848
12/09/2011  2854.8  4636882
13/09/2011  2894.9  4457116
14/09/2011  2949.1  4026484
15/09/2011  3045.6  4191885
16/09/2011  3031.0  6078575
19/09/2011  2940  2638909
20/09/2011  2984.0  2617810
21/09/2011  2935.8  2920302
22/09/2011  2781.6  4256022
23/09/2011  2810.1  4102458
26/09/2011  2859.3  3622801
27/09/2011  3023.3  3910295
28/09/2011  2995.6  3146784
29/09/2011  3027.6  3058035
30/09/2011  2981.9  3577811
03/10/2011  2926.8  2582394
04/10/2011  2850.5  3474928
05/10/2011  2973.9  3334517
06/10/2011  3075.3  3870644
07/10/2011  3095.5  3250197
10/10/2011  3161.4  2728180
11/10/2011  3153.5  2630721
12/10/2011  3229.7  3675254
13/10/2011  3186.9  3553925
14/10/2011  3217.8  2898091
17/10/2011  3166.0  3161001
18/10/2011  3141.1  3005721
19/10/2011  3157.3  2649085
20/10/2011  3084.0  3452374
21/10/2011  3171.3  3258921
24/10/2011  3220.4  2518690
25/10/2011  3174.2  2685932
26/10/2011  3169.6  2606318
27/10/2011  3368.6  5601987
28/10/2011  3348.6  3944309
31/10/2011  3242.8  3373396
01/11/2011  3068.3  4829774
02/11/2011  3110.5  3030090
03/11/2011  3195.4  4117587
04/11/2011  3123.5  3288282
07/11/2011  3103.6  2724387
08/11/2011  3143.3  2815457
09/11/2011  3075.1  3503078
10/11/2011  3064.8  2956853
11/11/2011  3149.3  2405359
14/11/2011  3108.9  2525463
15/11/2011  3049.1  2776538
16/11/2011  3064.9  2517948
17/11/2011  3010.2  2637405
18/11/2011  2997.0  2394682
21/11/2011  2894.9  2593957
22/11/2011  2870.6  2438646
23/11/2011  2822.4  2743259
24/11/2011  2822.2  2594571
25/11/2011  2856.9  2119044
28/11/2011  3012.9  3047049
29/11/2011  3026.7  2446607
30/11/2011  3154.6  4807738
01/12/2011  3129.9  2686160
02/12/2011  3164.9  2928295
05/12/2011  3201.2  2557365
06/12/2011  3179.6  2517465
07/12/2011  3175.9  2878921
08/12/2011  3095.4  3311110
09/12/2011  3172.3  2869310
12/12/2011  3089.5  2270202
13/12/2011  3078.7  2413210
14/12/2011  2976.1  2861550
15/12/2011  2998.7  2548641
16/12/2011  2972.3  4105448
19/12/2011  2974.2  1879443
20/12/2011  3055.3  2416177
21/12/2011  3030.4  2412630
22/12/2011  3071.8  1637282
23/12/2011  3102.0  1043825
27/12/2011  3103.1  725480
28/12/2011  3071.0  1192809
29/12/2011  3127.5  1285470
30/12/2011  3159.8  1234165
02/01/2012  3222.3  1435051
03/01/2012  3245.4  2270366
04/01/2012  3193.6  2023414
05/01/2012  3144.9  2383796
06/01/2012  3137.3  2007954
09/01/2012  3127.6  1817731
10/01/2012  3210.7  3047902
11/01/2012  3204.8  2745300
12/01/2012  3199.9  2840919
13/01/2012  3196.4  2823330
16/01/2012  3225  1869014
17/01/2012  3269.9  2728966
18/01/2012  3264.9  3006560
19/01/2012  3328.9  3984963
20/01/2012  3321.5  3829380
23/01/2012  3338.4  2854698
24/01/2012  3322.6  2837243
25/01/2012  3312.4  2482766
26/01/2012  3363.2  3191688
27/01/2012  3318.7  2868560
30/01/2012  3265.6  3050780
31/01/2012  3298.5  2676309
01/02/2012  3367.4  3285978
02/02/2012  3376.6  2847722
03/02/2012  3427.9  3484151
06/02/2012  3405.2  2430954
07/02/2012  3411.5  2370355
08/02/2012  3410  2921491
09/02/2012  3424.7  3129391
10/02/2012  3373.1  3084798
13/02/2012  3384.5  2271588
14/02/2012  3375.6  2701344
15/02/2012  3390.3  3091653
16/02/2012  3393.2  3403768
17/02/2012  3439.6  3834022
20/02/2012  3472.5  2600086
21/02/2012  3465.2  2721187
22/02/2012  3447.3  3120791
23/02/2012  3447.3  2999546
24/02/2012  3467.0  2525052
27/02/2012  3441.4  2289104
28/02/2012  3453.9  2692103
29/02/2012  3452.4  3254869
01/03/2012  3499.7  3464503
02/03/2012  3501.1  2489033
05/03/2012  3487.5  2388377
06/03/2012  3362.5  3896712
07/03/2012  3392.3  2760518
08/03/2012  3478.3  3461019
09/03/2012  3487.4  2826833
12/03/2012  3490.0  2720004
13/03/2012  3550.1  2943532
14/03/2012  3564.5  3536831
15/03/2012  3580.2  3347410
16/03/2012  3594.8  4239832
19/03/2012  3577.8  2358850
20/03/2012  3530.8  2539192
21/03/2012  3527.3  2575328
22/03/2012  3472.4  2908716
23/03/2012  3476.1  2476747
26/03/2012  3501.9  2195325
27/03/2012  3469.5  3527976
28/03/2012  3430.1  3217803
29/03/2012  3381.1  3507129
30/03/2012  3423.8  3157245
02/04/2012  3462.9  3108650
03/04/2012  3406.7  2789609
04/04/2012  3313.4  4086852
05/04/2012  3319.8  3130969
10/04/2012  3217.6  3555757
11/04/2012  3237.6  3508394
12/04/2012  3269.7  3646433
13/04/2012  3189.0  3702188
16/04/2012  3205.2  3366876
17/04/2012  3292.5  3519319
18/04/2012  3240.2  3428999
19/04/2012  3174.0  4681280
20/04/2012  3188.5  4130658
23/04/2012  3098.3  3605858
24/04/2012  3169.3  3191560
25/04/2012  3233.4  3568130
26/04/2012  3229.3  3267153
27/04/2012  3266.2  3148185
30/04/2012  3212.8  2306233
02/05/2012  3226.3  3026149
03/05/2012  3223.3  2961745
04/05/2012  3161.9  3231599
07/05/2012  3214.2  2410745
08/05/2012  3124.8  3157237
09/05/2012  3118.6  3218560
10/05/2012  3130.1  3105153
11/05/2012  3129.7  2933875
14/05/2012  3057.9  2667751
15/05/2012  3039.2  3012467
16/05/2012  3048.6  3583812
17/05/2012  3011.9  2403681
18/05/2012  3008  3554769
21/05/2012  3027.1  2422993
22/05/2012  3084.0  3073669
23/05/2012  3003.2  2861265
24/05/2012  3038.2  2636902
25/05/2012  3047.9  2282816
28/05/2012  3042.9  1270284
29/05/2012  3084.7  2298217
30/05/2012  3015.5  3160420
31/05/2012  3017.0  4000274
01/06/2012  2950.4  4600166
04/06/2012  2954.4  2233719
05/06/2012  2986.1  2197778
06/06/2012  3058.4  3705105
07/06/2012  3071.1  3597040
08/06/2012  3051.6  2946195
11/06/2012  3042.7  3322173
12/06/2012  3046.9  2898268
13/06/2012  3030.0  2932080
14/06/2012  3032.4  2749358
15/06/2012  3087.6  5732530
18/06/2012  3066.1  3310886
19/06/2012  3117.9  3147840
20/06/2012  3126.5  2462440
21/06/2012  3114.2  3330250
22/06/2012  3090.9  2567324
25/06/2012  3021.6  2685350
26/06/2012  3012.7  2275658
27/06/2012  3063.1  2315377
28/06/2012  3051.6  2611773
29/06/2012  3196.6  4574701
02/07/2012  3240.2  3590009
03/07/2012  3271.2  2955574
04/07/2012  3267.7  2046094
05/07/2012  3229.3  3298003
06/07/2012  3168.7  2603558
09/07/2012  3156.8  2209119
10/07/2012  3175.4  2461037
11/07/2012  3157.2  2379185
12/07/2012  3135.1  2728608
13/07/2012  3180.8  2440580
16/07/2012  3179.9  1761226
17/07/2012  3176.9  2171818
18/07/2012  3235.4  2423212
19/07/2012  3263.6  2826209
20/07/2012  3193.8  3766906
23/07/2012  3101.5  3384923
24/07/2012  3074.6  2576490
25/07/2012  3081.7  2370164
26/07/2012  3207.1  4254204
27/07/2012  3280.1  4268944
30/07/2012  3320.7  3131919
31/07/2012  3291.6  3104246
01/08/2012  3321.5  2114761
02/08/2012  3232.4  4323232
03/08/2012  3374.1  3410380
06/08/2012  3401.5  2756125
07/08/2012  3453.2  3073546
08/08/2012  3438.2  2533694
09/08/2012  3456.7  2160270
10/08/2012  3435.6  1737635
13/08/2012  3426.4  1519509
14/08/2012  3450.2  1533547
15/08/2012  3449.2  1189376
16/08/2012  3480.4  1818709
17/08/2012  3488.3  2583628
20/08/2012  3480.5  1888637
21/08/2012  3513.2  2099891
22/08/2012  3461.6  1922332
23/08/2012  3432.5  2179856
24/08/2012  3433.2  1977476
27/08/2012  3462.8  1460838
28/08/2012  3431.5  1506110
29/08/2012  3413.8  1857869
30/08/2012  3379.1  2209126
31/08/2012  3413.0  2963165
03/09/2012  3453.7  1581307
04/09/2012  3399.0  1845144
05/09/2012  3405.7  2373127
06/09/2012  3509.8  4053742
07/09/2012  3519.0  4210194
10/09/2012  3506.0  2335973
11/09/2012  3537.3  3030005
12/09/2012  3543.7  3745346
13/09/2012  3502.0  3148177
14/09/2012  3581.5  4535762
17/09/2012  3553.6  2607429
18/09/2012  3512.6  3212128
19/09/2012  3531.8  3059557
20/09/2012  3509.9  2704232
21/09/2012  3530.7  5023705
24/09/2012  3497.2  2068329
25/09/2012  3513.8  2442102
26/09/2012  3414.8  3162294
27/09/2012  3439.3  2279244
28/09/2012  3354.8  3367478
01/10/2012  3434.9  2881463
02/10/2012  3414.2  2560673
03/10/2012  3406.0  2150278
04/10/2012  3401.2  2218770
05/10/2012  3457.0  2829509
08/10/2012  3406.5  1962770
09/10/2012  3382.7  2583074
10/10/2012  3365.8  2701036
11/10/2012  3413.7  2500730
12/10/2012  3389.0  2432844
15/10/2012  3420.2  2125675
16/10/2012  3500.9  3313172
17/10/2012  3527.5  3497027
18/10/2012  3535.1  2779445
19/10/2012  3504.5  3392430
22/10/2012  3483.2  2217772
23/10/2012  3406.5  3203753
24/10/2012  3426.4  2346320
25/10/2012  3411.5  2436954
26/10/2012  3435.0  2837844
29/10/2012  3408.8  1543477
30/10/2012  3459.4  1660212
31/10/2012  3429.2  2379346
01/11/2012  3475.4  2072135
02/11/2012  3492.4  2250041
05/11/2012  3448.5  1733160
06/11/2012  3478.6  1970107
07/11/2012  3409.5  3671323
08/11/2012  3407.6  2785005
09/11/2012  3423.5  2769848
12/11/2012  3411.6  1677618
13/11/2012  3430.6  2345909
14/11/2012  3400.0  2119710
15/11/2012  3382.4  2085605
16/11/2012  3341.5  2862326
19/11/2012  3439.5  2312820
20/11/2012  3462.0  1987239
21/11/2012  3477.3  2093721
22/11/2012  3498.2  1502343
23/11/2012  3528.8  1834339
26/11/2012  3500.9  1670549
27/11/2012  3502.1  2144440
28/11/2012  3515.1  1990612
29/11/2012  3568.8  2630254
30/11/2012  3557.2  2691979
03/12/2012  3566.5  2038797
04/12/2012  3580.4  2015566
05/12/2012  3590.5  2358079
06/12/2012  3601.6  3214719
07/12/2012  3605.6  2233698
10/12/2012  3612.1  2058662
11/12/2012  3646.1  2472273
12/12/2012  3646.6  2096408
13/12/2012  3643.1  2241911
14/12/2012  3643.2  2063541
17/12/2012  3638.1  1937336
18/12/2012  3648.6  2402325
19/12/2012  3664.5  2358523
20/12/2012  3666.7  2511898
21/12/2012  3661.4  4162083
24/12/2012  3652.6  582679
27/12/2012  3674.2  1484774
28/12/2012  3620.2  1348008
31/12/2012  3641.0  661926
02/01/2013  3733.9  2446562
03/01/2013  3721.1  1606527
04/01/2013  3730.0  1806395
07/01/2013  3704.6  2128051
08/01/2013  3705.8  2199240
09/01/2013  3717.4  2846022
10/01/2013  3703.1  3014363
11/01/2013  3706.0  2148382
14/01/2013  3708.2  2232932
15/01/2013  3697.3  2685021
16/01/2013  3708.4  2357401
17/01/2013  3744.1  2484202
18/01/2013  3741.5  2694955
21/01/2013  3763.0  1466584
22/01/2013  3741.0  2341783
23/01/2013  3726.1  2261086
24/01/2013  3752.1  2028628
25/01/2013  3778.1  2487174
28/01/2013  3780.8  2245866
29/01/2013  3785.8  2216034
30/01/2013  3765.5  2744583
31/01/2013  3732.6  3252250
01/02/2013  3773.5  2797104
04/02/2013  3659.9  3371033
05/02/2013  3694.7  2404363
06/02/2013  3642.9  3188842
07/02/2013  3601.0  2894215
08/02/2013  3649.5  2441307
11/02/2013  3650.5  2070555
12/02/2013  3686.5  2399817
13/02/2013  3698.5  2514773
14/02/2013  3669.6  3272901
15/02/2013  3660.3  3087823
18/02/2013  3667.0  1801650
19/02/2013  3735.8  2890497
20/02/2013  3709.8  2778144
21/02/2013  3624.8  3713829
22/02/2013  3706.2  2854421
25/02/2013  3721.3  3500213
26/02/2013  3621.9  4033403
27/02/2013  3691.4  3171439
28/02/2013  3723  3252425
01/03/2013  3699.9  2782841
04/03/2013  3709.7  2233245
05/03/2013  3787.1  3066444
06/03/2013  3773.7  2455682
07/03/2013  3793.7  2458305
08/03/2013  3840.1  2791106
11/03/2013  3836.2  1957402
12/03/2013  3839.9  2191940
13/03/2013  3836.0  2222184
14/03/2013  3871.5  2968821
15/03/2013  3844.0  5923731
18/03/2013  3825.4  3082210
19/03/2013  3775.7  3138870
20/03/2013  3829.5  3004977
21/03/2013  3774.8  3044354
22/03/2013  3770.2  2592543
25/03/2013  3727.9  3464612
26/03/2013  3748.6  2825098
27/03/2013  3711.6  3543906
28/03/2013  3731.4  2885590
02/04/2013  3805.3  3388623
03/04/2013  3754.9  2862542
04/04/2013  3726.1  3112319
05/04/2013  3663.4  3346282
08/04/2013  3666.7  2033357
09/04/2013  3670.7  2632462
10/04/2013  3743.7  3127710
11/04/2013  3775.6  2567710
12/04/2013  3729.3  2695025
15/04/2013  3710.4  2790421
16/04/2013  3685.7  3059894
17/04/2013  3599.2  4320005
18/04/2013  3599.3  3344698
19/04/2013  3651.9  3401147
22/04/2013  3652.1  2378217
23/04/2013  3783.0  4036657
24/04/2013  3842.9  3759202
25/04/2013  3840.4  2884637
26/04/2013  3810.0  2789725
29/04/2013  3868.6  2440991
30/04/2013  3856.7  2906815
02/05/2013  3858.7  3522963
03/05/2013  3912.9  3110544
06/05/2013  3907.0  1351410
07/05/2013  3921.3  3033078
08/05/2013  3956.2  2426505
09/05/2013  3928.5  1682361
10/05/2013  3953.8  2552173
13/05/2013  3945.2  2122318
14/05/2013  3966.0  2563761
15/05/2013  3982.2  2502688
16/05/2013  3979.0  2542531
17/05/2013  4001.2  4786389
20/05/2013  4022.8  1781327
21/05/2013  4036.1  2656534
22/05/2013  4051.1  2835620
23/05/2013  3967.1  3745136
24/05/2013  3956.7  2496203
27/05/2013  3995.1  1204850
28/05/2013  4050.5  2993759
29/05/2013  3974.1  2793471
30/05/2013  3996.3  2441922
31/05/2013  3948.5  4027042
03/06/2013  3920.6  2813768
04/06/2013  3925.8  2212129
05/06/2013  3852.4  2676806
06/06/2013  3814.2  2514301
07/06/2013  3872.5  2952709
10/06/2013  3864.3  1900915
11/06/2013  3810.5  2998702
12/06/2013  3793.7  2379179
13/06/2013  3797.9  2802077
14/06/2013  3805.1  2271507
17/06/2013  3863.6  2583566
18/06/2013  3860.5  2191446
19/06/2013  3839.3  2485333
20/06/2013  3698.9  4174249
21/06/2013  3658.0  5012547
24/06/2013  3595.6  3731802
25/06/2013  3649.8  2999345
26/06/2013  3726.0  3135589
27/06/2013  3762.1  2821556
28/06/2013  3738.9  3384765
01/07/2013  3767.4  2468180
02/07/2013  3742.5  2188070
03/07/2013  3702.0  2877569
04/07/2013  3809.3  3053947
05/07/2013  3753.8  2689354
08/07/2013  3823.8  2195746
09/07/2013  3843.5  2423445
10/07/2013  3840.5  2143444
11/07/2013  3868.9  2532744
12/07/2013  3855.0  2116992
15/07/2013  3878.5  1573650
16/07/2013  3851.0  1870881
17/07/2013  3872.0  2312168
18/07/2013  3927.7  2672403
19/07/2013  3925.3  2543875
22/07/2013  3939.9  1963195
23/07/2013  3923.0  2275867
24/07/2013  3962.7  2774045
25/07/2013  3956.0  2707090
26/07/2013  3968.8  2712164
29/07/2013  3968.9  2839694
30/07/2013  3986.6  2525183
31/07/2013  3992.6  3330380
01/08/2013  4042.7  3942872
02/08/2013  4045.6  2724078
05/08/2013  4049.9  2097797
06/08/2013  4032.5  2649400
07/08/2013  4038.4  2386209
08/08/2013  4064.3  2291893
09/08/2013  4076.5  2209668
12/08/2013  4071.6  1850300
13/08/2013  4092.5  2060044
14/08/2013  4114.2  2176517
15/08/2013  4093.2  1980424
16/08/2013  4123.8  2428689
19/08/2013  4083.9  1925856
20/08/2013  4028.9  2775690
21/08/2013  4015.0  1859316
22/08/2013  4059.1  2362845
23/08/2013  4069.4  1904614
26/08/2013  4067.1  1093703
27/08/2013  3968.7  3191625
28/08/2013  3960.4  3340191
29/08/2013  3986.3  2500879
30/08/2013  3933.7  2858594
02/09/2013  4006.0  1977957
03/09/2013  3974.0  2615563
04/09/2013  3980.4  2534269
05/09/2013  4006.8  2668448
06/09/2013  4049.1  3102764
09/09/2013  4040.3  2245091
10/09/2013  4116.6  3266341
11/09/2013  4119.1  2626712
12/09/2013  4106.6  2994505
13/09/2013  4114.5  2422643
16/09/2013  4152.2  2696509
17/09/2013  4145.5  2374643
18/09/2013  4170.4  2482554
19/09/2013  4206.0  3671195
20/09/2013  4203.6  5475263
23/09/2013  4172.0  2813846
24/09/2013  4195.6  2526786
25/09/2013  4195.3  2322732
26/09/2013  4186.7  2298002
27/09/2013  4186.7  2277929
30/09/2013  4143.4  2836072
01/10/2013  4196.6  2638904
02/10/2013  4158.1  2773253
03/10/2013  4127.9  2222766
04/10/2013  4164.2  2339195
07/10/2013  4165.5  2251074
08/10/2013  4133.5  2263718
09/10/2013  4127.0  3008900
10/10/2013  4218.1  3462630
11/10/2013  4219.9  2372248
14/10/2013  4222.9  2034082
15/10/2013  4256.0  2697447
16/10/2013  4243.7  3313375
17/10/2013  4239.6  2865372
18/10/2013  4286.0  3262975
21/10/2013  4276.9  2417414
22/10/2013  4295.4  2966056
23/10/2013  4260.6  2831763
24/10/2013  4275.6  2733283
25/10/2013  4272.3  2925287
28/10/2013  4251.6  2276426
29/10/2013  4278.0  2465089
30/10/2013  4274.1  2652639
31/10/2013  4299.8  3503568
01/11/2013  4273.1  2018606
04/11/2013  4288.5  2002703
05/11/2013  4253.3  2979833
06/11/2013  4286.9  2722649
07/11/2013  4280.9  4265527
08/11/2013  4260.4  3330181
11/11/2013  4290.1  1824279
12/11/2013  4263.7  2127190
13/11/2013  4239.9  2537506
14/11/2013  4283.9  3022016
15/11/2013  4292.2  3058799
18/11/2013  4320.6  2629422
19/11/2013  4272.2  2286695
20/11/2013  4268.3  2360744
21/11/2013  4253.9  2396261
22/11/2013  4278.5  2340381
25/11/2013  4301.9  2110422
26/11/2013  4277.5  2853324
27/11/2013  4293.0  2835315
28/11/2013  4302.4  1561602
29/11/2013  4295.2  2025851
02/12/2013  4285.8  2266389
03/12/2013  4172.4  3454641
04/12/2013  4148.5  3245973
05/12/2013  4099.9  3262762
06/12/2013  4129.3  3181858
09/12/2013  4134.1  2409554
10/12/2013  4091.1  2645265
11/12/2013  4086.8  2985585
12/12/2013  4069.1  2820876
13/12/2013  4059.7  2407676
16/12/2013  4119.8  2982348
17/12/2013  4068.6  2749041
18/12/2013  4109.5  2926514
19/12/2013  4177.0  3831242
20/12/2013  4193.7  5594906
23/12/2013  4215.2  1964848
24/12/2013  4218.4  460043
27/12/2013  4277.6  2084527
30/12/2013  4275.7  1801275
31/12/2013  4295.9  551218
02/01/2014  4227.2  2580869
03/01/2014  4247.6  1662069
